gene	disease	inheritance
OPA3	3-Methylglutaconic aciduria type 3;3-Methylglutaconic Aciduria Type 3	Autosomal recessive inheritance
OPCML	Neoplasm of ovary;OVARIAN CANCER, SOMATIC	
OPHN1	Mental retardation X-linked with cerebellar hypoplasia and distinctive facial appearance;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance	X-linked inheritance
OPLAH	5-Oxoprolinase deficiency;5-@OXOPROLINASE DEFICIENCY	
OPN1LW	Cone monochromatism;BLUE CONE MONOCHROMACY	
OPN1MW	Colorblindness, partial, deutan series;COLORBLINDNESS, DEUTAN	
OPN1SW	Tritanopia;TRITANOPIA	
OPTN	Amyotrophic lateral sclerosis type 12;AMYOTROPHIC LATERAL SCLEROSIS 12	
ORAI1	Immune dysfunction with T-cell inactivation due to calcium entry defect 1;IMMUNODEFICIENCY 9	
ORC1	Meier-Gorlin syndrome 1;MEIER-GORLIN SYNDROME 1	Autosomal recessive inheritance
ORC4	Meier-Gorlin syndrome 2;Meier-Gorlin syndrome 2	Autosomal recessive inheritance
ORC6	Meier-Gorlin syndrome 3;MEIER-GORLIN SYNDROME 3	Autosomal recessive inheritance
OSBPL2	Deafness, autosomal dominant 67;DEAFNESS, AUTOSOMAL DOMINANT 67	
OSMR	Primary localized cutaneous amyloidosis 1;AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1	Autosomal dominant inheritance
OSTM1	Osteopetrosis, autosomal recessive 5;Osteopetrosis autosomal recessive 5	Autosomal recessive inheritance
OTC	Hyperammonaemia;not provided	
OTOA	Deafness, autosomal recessive 22;DEAFNESS, AUTOSOMAL RECESSIVE 22	
OTOF	Auditory neuropathy, autosomal recessive, 1;AUDITORY NEUROPATHY, AUTOSOMAL RECESSIVE, 1	
OTOG	Deafness, autosomal recessive 18b;DEAFNESS, AUTOSOMAL RECESSIVE 18B	
OTOGL	Deafness, autosomal recessive 84b;DEAFNESS, AUTOSOMAL RECESSIVE 84B	
OTX2	Microphthalmia syndromic 5;MICROPHTHALMIA, SYNDROMIC 5	
OVOL2	Posterior polymorphous corneal dystrophy 1;CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 1	
OXCT1	Succinyl-CoA acetoacetate transferase deficiency;SUCCINYL-CoA:3-OXOACID-CoA TRANSFERASE DEFICIENCY	
P2RX1	Platelet-type bleeding disorder 8;BLEEDING DISORDER DUE TO P2RX1 DEFECT, SOMATIC	
P2RX2	Deafness, autosomal dominant 41;DEAFNESS, AUTOSOMAL DOMINANT 41	
P3H1	Osteogenesis imperfecta type 8;OSTEOGENESIS IMPERFECTA, TYPE VIII	Autosomal recessive inheritance
P3H2	Myopia, high, with cataract and vitreoretinal degeneration;MYOPIA, HIGH, WITH CATARACT AND VITREORETINAL DEGENERATION	
P4HB	Cole Carpenter syndrome;COLE-CARPENTER SYNDROME 1	
PACS1	Renal (child onset);Multiple congenital anomalies;SCHUSS-HOEIJMAKERS SYNDROME;Seizures/Epilepsy;Facial dysmorphism;MR/ID/DD;Musculoskeletal/Structural (child onset);Craniofacial (child onset);Hematologic (child onset);Brain MRI positive _ Cardiovascular (child onset);Brain MRI positive;Neurologic (child onset);Schuurs-hoeijmakers syndrome;Multiple Congenital Anomalies (+/- Neurodevelopmental symptoms);Allergy/Immunologic/Infectious (child onset);Inborn genetic diseases;Intellectual disability, moderate;Speech delay;Mental retardation, autosomal dominant 17;Genitourinary (child onset)	
PAFAH1B1	Lissencephaly 1;LIS1-Associated Lissencephaly/Subcortical Band Heterotopia;Lissencephaly 1	Autosomal dominant inheritance
PAH	HYPERPHENYLALANINEMIA, NON-PKU MILD;Mild non-PKU hyperphenylalanemia;not provided	
PAK3	Mental retardation 30, X-linked;MENTAL RETARDATION, X-LINKED 30	X-linked inheritance
PALB2	Breast cancer, susceptibility to;Not Provided;Familial cancer of breast;not provided;Neoplastic Syndromes, Hereditary;Hereditary cancer-predisposing syndrome;breast cancer;BREAST CANCER, SUSCEPTIBILITY TO	Sporadic;Autosomal dominant inheritance
PANK2	Hypoprebetalipoproteinemia, acanthocytosis, retinitis pigmentosa, and pallidal degeneration;HARP SYNDROME	
PAPSS2	Spondyloepimetaphyseal dysplasia, pakistani type;BRACHYOLMIA TYPE 4 WITH MILD EPIPHYSEAL AND METAPHYSEAL CHANGES	
PARK2	Parkinson disease 2;PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE	
PARK7	Parkinson disease 7;PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET	
PARN	Dyskeratosis congenita, autosomal recessive 6;DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6	
PAX1	Otofaciocervical syndrome 2;OTOFACIOCERVICAL SYNDROME 2 (1 family)	
PAX2	Focal segmental glomerulosclerosis 7;FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7	
PAX3	Craniofacial deafness hand syndrome;CRANIOFACIAL-DEAFNESS-HAND SYNDROME	
PAX4	Diabetes mellitus type 2;DIABETES MELLITUS, TYPE 2	
PAX6	Aniridia, atypical;ANIRIDIA, ATYPICAL	
PAX9	Tooth agenesis, selective, 3;TOOTH AGENESIS, SELECTIVE, 3	Autosomal dominant inheritance
PBRM1	Clear cell carcinoma of kidney;RENAL CELL CARCINOMA, CLEAR CELL (1 family)	
PC	not provided;Not Provided	
PCBD1	Hyperphenylalaninemia, BH4-deficient, D;HYPERPHENYLALANINEMIA, BH4-DEFICIENT, D	Autosomal recessive inheritance
PCCA	not provided;Not Provided	
PCCB	not provided;Not Provided	
PCDH15	Deafness, autosomal recessive 23;DEAFNESS, AUTOSOMAL RECESSIVE 23	
PCDH19	Early infantile epileptic encephalopathy 9;Early infantile epileptic encephalopathy 9	X-linked inheritance
PCLO	Pontocerebellar hypoplasia type 3;PONTOCEREBELLAR HYPOPLASIA, TYPE 3 (1 family)	
PCNA	Ataxia-telangiectasia-like disorder 2;ATAXIA-TELANGIECTASIA-LIKE DISORDER 2 (1 family)	
PCNT	Inborn genetic diseases;MR/ID/DD;Phenotype is progressive;Musculoskeletal/Structural (child onset);Neurologic (child onset);Allergy/Immunologic/Infectious (child onset);Gastrointestinal (child onset)	
PCSK9	Hypercholesterolemia, autosomal dominant, 3;HYPERCHOLESTEROLEMIA, FAMILIAL, 3	
PCYT1A	Spondylometaphyseal dysplasia with cone-rod dystrophy;SPONDYLOMETAPHYSEAL DYSPLASIA WITH CONE-ROD DYSTROPHY	
PDE10A	Dyskinesia, limb and orofacial, infantile-onset;DYSKINESIA, LIMB AND OROFACIAL, INFANTILE-ONSET	
PDE11A	Pigmented nodular adrenocortical disease, primary, 2;PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 2	
PDE3A	Brachydactyly with hypertension;HYPERTENSION AND BRACHYDACTYLY SYNDROME	
PDE4D	Acrodysostosis 2, with or without hormone resistance;ACRODYSOSTOSIS 2	
PDE6A	Retinitis pigmentosa 43;Retinitis pigmentosa 43	
PDE6B	Congenital stationary night blindness, autosomal dominant 2;NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2	
PDE6C	Achromatopsia 5;ACHROMATOPISIA 5	Autosomal recessive inheritance
PDE6D	Joubert syndrome 22;JOUBERT SYNDROME 22 (1 family)	
PDE6H	Achromatopsia 6;ACHROMATOPSIA 6;Achromatopsia;Incomplete achromatopsia;Retinal cone dystrophy 3A	Autosomal recessive inheritance
PDE8B	Pigmented nodular adrenocortical disease, primary, 3;PIGMENTED NODULAR ADRENOCORTICAL DISEASE, PRIMARY, 3	
PDGFB	Idiopathic basal ganglia calcification 5;BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5	
PDGFRA	Gastrointestinal stromal tumor, familial;GASTROINTESTINAL STROMAL TUMOR, FAMILIAL	
PDGFRB	Basal ganglia calcification, idiopathic, 4;BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4;Primary Familial Brain Calcification	
PDGFRL	Carcinoma of colon;COLORECTAL CANCER, SOMATIC	Somatic mutation
PDHA1	not provided;not provided	
PDHB	not provided;not provided	
PDHX	not provided;not provided	
PDK3	Charcot-Marie-Tooth disease, X-linked dominant, 6;CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6 (1 family)	
PDP1	Pyruvate dehydrogenase phosphatase deficiency;PYRUVATE DEHYDROGENASE PHOSPHATASE DEFICIENCY	
PDSS1	Coenzyme Q10 deficiency, primary, 2;COENZYME Q10 DEFICIENCY, PRIMARY, 2 (1 family)	
PDSS2	Coenzyme Q10 deficiency, primary, 3;COENZYME Q10 DEFICIENCY, PRIMARY, 3 (1 family)	
PDX1	Maturity-onset diabetes of the young, type 4;MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 4	
PEPD	Prolidase deficiency;Prolidase deficiency	
PER2	Advanced sleep phase syndrome, familial;ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 1	
PER3	Advanced sleep phase syndrome, familial, 3;ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3 (1 family)	
PET100	Cytochrome-c oxidase deficiency;Congenital lactic acidosis;Cytochrome-c oxidase deficiency;Congenital lactic acidosis	Autosomal recessive inheritance;Mitochondrial inheritance
PEX1	Deafness enamel hypoplasia nail defects;HEIMLER SYNDROME 1	
PEX10	Inborn genetic diseases;MR/ID/DD;Allergy/Immunologic/Infectious (child onset);Hematologic (child onset);Renal (child onset)	
PEX11B	Peroxisome biogenesis disorder 14B;PEROXISOME BIOGENESIS DISORDER 14B	
PEX12	not provided;not provided	
PEX13	Peroxisome biogenesis disorder 11A;PEROXISOME BIOGENESIS DISORDER 11A (ZELLWEGER)	
PEX14	Peroxisome biogenesis disorder 13A;PEROXISOME BIOGENESIS DISORDER 13A (ZELLWEGER)	
PEX16	Peroxisome biogenesis disorder 8A;PEROXISOME BIOGENESIS DISORDER 8A (ZELLWEGER)	
PEX19	Inborn genetic diseases;MR/ID/DD;Allergy/Immunologic/Infectious (child onset);Hematologic (child onset);Renal (child onset)	
PEX2	Peroxisome biogenesis disorder 5a (zellweger);PEROXISOME BIOGENESIS DISORDER 5A (ZELLWEGER)	
PEX26	Peroxisome biogenesis disorder 7A;PEROXISOME BIOGENESIS DISORDER 7A (ZELLWEGER)	
PEX5	Neonatal adrenoleucodystrophy;PEROXISOME BIOGENESIS DISORDER 2B	
PEX6	Heimler syndrome 2;HEIMLER SYNDROME 2	
PEX7	Peroxisome biogenesis disorder 9B;PEROXISOME BIOGENESIS DISORDER 9B	
PFKM	Glycogen storage disease, type VII;Glycogen storage disease 7	
PFN1	Amyotrophic lateral sclerosis 18;AMYOTROPHIC LATERAL SCLEROSIS 18	
PGAM2	Glycogen storage disease type X;GLYCOGEN STORAGE DISEASE X	
PGAP1	Mental retardation, autosomal recessive 42;Cerebral visual impairment and intellectual disability;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 42	
PGAP2	Hyperphosphatasia with mental retardation syndrome 3;HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 3	
PGAP3	Hyperphosphatasia with mental retardation syndrome 4	
PGK1	Phosphoglycerate kinase 1 deficiency;PHOSPHOGLYCERATE KINASE 1 DEFICIENCY, AFULA	X-linked inheritance
PGM1	Congenital disorder of glycosylation type 1t;CONGENITAL DISORDER OF GLYCOSYLATION, TYPE It	
PGM3	Hyper-IgE syndrome;not provided	
PHC1	Primary autosomal recessive microcephaly 11;MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE (1 family);Intellectual disability;Primary microcephaly	
PHEX	Familial X-linked hypophosphatemic vitamin D refractory rickets;HYPOPHOSPHATEMIC RICKETS, X-LINKED DOMINANT	
PHF6	Borjeson-Forssman-Lehmann syndrome;BORJESON-FORSSMAN-LEHMANN SYNDROME	
PHF8	Intellectual disability;Intellectual disability	
PHGDH	Neu-Laxova syndrome 1;NEU-LAXOVA SYNDROME 1	
PHKA1	Glycogen storage disease IXd;GLYCOGEN STORAGE DISEASE, TYPE IXd	
PHKA2	Glycogen storage disease IXa2;GLYCOGEN STORAGE DISEASE, TYPE IXa2	
PHKB	Glycogen storage disease IXb;GLYCOGEN STORAGE DISEASE IXb	
PHKG2	Glycogen storage disease IXc;GLYCOGEN STORAGE DISEASE IXc	
PHOX2A	Fibrosis of extraocular muscles, congenital, 2;FIBROSIS OF EXTRAOCULAR MUSCLES, CONGENITAL, 2	
PHOX2B	Congenital central hypoventilation;CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL	Autosomal dominant inheritance
PHYH	Refsum disease, adult, 1;REFSUM DISEASE, ADULT, 1	Autosomal recessive inheritance
PHYKPL	Phosphohydroxylysinuria;PHOSPHOHYDROXYLYSINURIA (1 patient)	
PI4KA	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis;POLYMICROGYRIA, PERISYLVIAN, WITH CEREBELLAR HYPOPLASIA AND ARTHROGRYPOSIS (1 family)	
PIEZO1	Lymphedema, hereditary, III;LYMPHEDEMA, HEREDITARY, III	
PIEZO2	Gordons syndrome;ARTHROGRYPOSIS, DISTAL, TYPE 3	
PIGA	Multiple congenital anomalies-hypotonia-seizures syndrome 2;MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2	
PIGG	Mental retardation, autosomal recessive 53;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 53	
PIGL	Zunich neuroectodermal syndrome;COLOBOMA, CONGENITAL HEART DISEASE, ICHTHYOSIFORM DERMATOSIS, MENTAL RETARDATION, AND EAR ANOMALIES SYNDROME	Autosomal recessive inheritance
PIGM	Glycosylphosphatidylinositol deficiency;GLYCOSYLPHOSPHATIDYLINOSITOL DEFICIENCY	
PIGN	Multiple congenital anomalies-hypotonia-seizures syndrome 1;MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 1	
PIGO	Hyperphosphatasia with mental retardation syndrome 2;HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 2	
PIGT	Multiple congenital anomalies-hypotonia-seizures syndrome 3;Multiple congenital anomalies-hypotonia-seizures syndrome 3	
PIGV	Audiologic/Otolaryngologic (child onset);Hyperphosphatasia with mental retardation syndrome 1;Multiple congenital anomalies;HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 1;Hematologic (child onset);Allergy/Immunologic/Infectious (child onset);Inborn genetic diseases;Renal (child onset)	
PIGW	Hyperphosphatasia with mental retardation syndrome 5;HYPERPHOSPHATASIA WITH MENTAL RETARDATION SYNDROME 5 (1 family)	
PIK3CA	Breast adenocarcinoma;BREAST CANCER, SOMATIC	
PIK3CD	Immunodeficiency 14;IMMUNODEFICIENCY 14	
PIK3R1	Agammaglobulinemia 7, autosomal recessive;AGAMMAGLOBULINEMIA 7, AUTOSOMAL RECESSIVE (1 family)	
PIK3R2	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1;MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1	
PIK3R5	Ataxia-oculomotor apraxia 3;ATAXIA-OCULOMOTOR APRAXIA 3 (1 family)	
PIKFYVE	Fleck corneal dystrophy;FLECK CORNEAL DYSTROPHY	
PINK1	Parkinson disease 6, autosomal recessive early-onset;PARKINSON DISEASE 6, AUTOSOMAL RECESSIVE EARLY-ONSET	
PIP5K1C	Lethal congenital contractural syndrome 3;LETHAL CONGENITAL CONTRACTURE SYNDROME 3	
PITPNM3	not provided;CONE-ROD DYSTROPHY 5;Cone-rod dystrophy 5	Autosomal dominant inheritance
PITX1	Talipes equinovarus;CLUBFOOT, CONGENITAL, WITH OR WITHOUT DEFICIENCY OF LONG BONES AND/OR MIRROR-IMAGE POLYDACTYLY	
PITX2	Axenfeld-Rieger syndrome type 1;AXENFELD-RIEGER SYNDROME, TYPE 1	
PITX3	Cataract, congenital;CATARACT 11, TOTAL	
PKD1	Inborn genetic diseases;MR/ID/DD;ASD;Psychiatric;Ataxia;Brain MRI positive;Allergy/Immunologic/Infectious (child onset);Dermatologic (child onset);Gastrointestinal (child onset);Neurologic (child onset);Ophthalmologic (child onset);Renal (child onset)	
PKD2	not provided;not provided	
PKHD1	Colorectal cancer, protection against;Polycystic kidney disease, infantile type;not provided;POLYCYSTIC KIDNEY DISEASE, AUTOSOMAL RECESSIVE	Autosomal recessive inheritance
PKLR	Adenosine triphosphate, elevated, of erythrocytes;ADENOSINE TRIPHOSPHATE, ELEVATED, OF ERYTHROCYTES	Autosomal dominant inheritance
PKP1	Ectodermal dysplasia skin fragility syndrome;ECTODERMAL DYSPLASIA/SKIN FRAGILITY SYNDROME	
PKP2	Arrhythmogenic right ventricular cardiomyopathy	Autosomal dominant inheritance
PLA2G2A	Familial colorectal cancer;COLORECTAL CANCER	Autosomal dominant inheritance;Somatic mutation
PLA2G4A	Phospholipase a2, group IV a, deficiency of;PHOSPHOLIPASE A2, GROUP IV A, DEFICIENCY OF	
PLA2G6	Infantile neuroaxonal dystrophy;NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 2A	Autosomal recessive inheritance
PLA2G7	Platelet-activating factor acetylhydrolase deficiency;PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE DEFICIENCY	
PLCB4	Auriculocondylar syndrome 1;Auriculocondylar syndrome 1	
PLCD1	Leukonychia totalis;NAIL DISORDER, NONSYNDROMIC CONGENITAL, 3	
PLCE1	Nephrotic syndrome, type 3;NEPHROTIC SYNDROME, TYPE 3	
PLCG2	Autoinflammation, antibody deficiency, and immune dysregulation, plcg2-associated;AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION, PLCG2-ASSOCIATED	
PLEC	Epidermolysa bullosa simplex and limb girdle muscular dystrophy;EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY	
PLEKHG5	Charcot-Marie-Tooth disease, recessive intermediate c;CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE C	
PLEKHM1	Osteopetrosis autosomal recessive 6;OSTEOPETROSIS, AUTOSOMAL RECESSIVE 6	
PLG	Dysplasminogenemia;DYSPLASMINOGENEMIA	
PLK4	Microcephaly and chorioretinopathy, autosomal recessive, 2;MICROCEPHALY AND CHORIORETINOPATHY, AUTOSOMAL RECESSIVE, 2	
PLOD1	Ehlers-Danlos syndrome, hydroxylysine-deficient;EHLERS-DANLOS SYNDROME, TYPE VI	Autosomal recessive inheritance
PLOD2	Bruck syndrome 2;BRUCK SYNDROME 2	Autosomal recessive inheritance
PLOD3	Bone fragility with contractures, arterial rupture, and deafness;LYSYL HYDROXYLASE 3 DEFICIENCY	
PLP1	not provided;not provided	
PMM2	Carbohydrate-deficient glycoprotein syndrome type I;Carbohydrate-deficient glycoprotein syndrome type I	
PMP22	Autosomal recessive Dejerine-Sottas syndrome;Charcot-Marie-Tooth disease, type IE;Charcot-Marie-Tooth disease and deafness;DEJERINE-SOTTAS SYNDROME, AUTOSOMAL RECESSIVE	Autosomal dominant inheritance
PMPCA	Failure to thrive;Hypoventilation;Blindness;Optic atrophy;Bilateral ptosis;Hypertrophic cardiomyopathy;Global brain atrophy;Normal pressure hydrocephalus;Chronic lactic acidosis;Restrictive external ophthalmoplegia;Infantile muscular hypotonia;Severe global developmental delay;Diffuse cerebellar atrophy	
PMS2	AllHighlyPenetrant;not specified;Not Provided;not provided;Tumor Predisposition Syndrome;Lynch syndrome;Tumor susceptibility linked to germline BAP1 mutations;Lynch Syndrome	Autosomal dominant inheritance
PMVK	Porokeratosis of Mibelli;POROKERATOSIS 1	
PNKD	Paroxysmal choreoathetosis;PAROXYSMAL NONKINESIGENIC DYSKINESIA 1	
PNKP	Ataxia-oculomotor apraxia 4;ATAXIA-OCULOMOTOR APRAXIA 4	
PNP	Purine-nucleoside phosphorylase deficiency;NUCLEOSIDE PHOSPHORYLASE DEFICIENCY	Autosomal recessive inheritance
PNPLA2	Neutral lipid storage disease with myopathy;NEUTRAL LIPID STORAGE DISEASE WITH MYOPATHY	
PNPLA6	Boucher Neuhauser syndrome;BOUCHER-NEUHAUSER SYNDROME	
PNPLA8	Mitochondrial myopathy with lactic acidosis;MITOCHONDRIAL MYOPATHY WITH LACTIC ACIDOSIS (1 family)	
PNPO	not provided;not provided	
PNPT1	Combined oxidative phosphorylation deficiency 13	
POC1A	Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis;Primordial dwarfism;SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS	
POC1B	Cone-rod dystrophy 20;CONE-ROD DYSTROPHY 20	
POF1B	Premature ovarian failure 2b;PREMATURE OVARIAN FAILURE 2B	
POFUT1	Dowling-Degos disease 2;DOWLING-DEGOS DISEASE 2	
POGLUT1	Dowling-degos disease 4;DOWLING-DEGOS DISEASE 4	
POGZ	White-sutton syndrome	
POLA1	Pigmentary disorder, reticulate, with systemic manifestations, X-linked	
POLD1	Mandibular hypoplasia, deafness, progeroid features, and lipodystrophy syndrome;MANDIBULAR HYPOPLASIA, DEAFNESS, PROGEROID FEATURES, AND LIPODYSTROPHY SYNDROME	
POLE	Facial dysmorphism, immunodeficiency, livedo, and short stature;FACIAL DYSMORPHISM, IMMUNODEFICIENCY, LIVEDO, AND SHORT STATURE (1 family)	
POLG	Autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 1;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 1	Autosomal recessive inheritance
POLG2	Autosomal dominant progressive external ophthalmoplegia with mitochondrial DNA deletions 4;not specified;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL DOMINANT 4	
POLH	Xeroderma pigmentosum, variant type	
POLK	Malignant tumor of prostate	
POLR1A	Acrofacial dysostosis, Cincinnati type;ACROFACIAL DYSOSTOSIS, CINCINNATI TYPE	
POLR1C	Leukodystrophy, hypomyelinating, 11;LEUKODYSTROPHY, HYPOMYELINATING, 11	
POLR1D	Treacher collins syndrome 2;TREACHER COLLINS SYNDROME 2, AUTOSOMAL RECESSIVE	
POLR3A	Hypomyelinating leukodystrophy 7;LEUKODYSTROPHY, HYPOMYELINATING, 7, WITH OLIGODONTIA AND HYPOGONADOTROPIC HYPOGONADISM;Pol III-Related Leukodystrophies	
POLR3B	Hypomyelinating leukodystrophy 8, with or without oligodontia and/or hypogonadotropic hypogonadism;LEUKODYSTROPHY, HYPOMYELINATING, 8, WITH HYPODONTIA AND HYPOGONADOTROPIC HYPOGONADISM;Pol III-Related Leukodystrophies	Autosomal recessive inheritance
POMC	Proopiomelanocortin deficiency;PROOPIOMELANOCORTIN DEFICIENCY	
POMGNT1	Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A3;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 3	
POMGNT2	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 8;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 8	
POMK	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type a, 12;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 12	
POMP	Keratosis linearis with ichthyosis congenita and sclerosing keratoderma;KERATOSIS LINEARIS WITH ICHTHYOSIS CONGENITA AND SCLEROSING KERATODERMA	
POMT1	Congenital muscular dystrophy;Congenital muscular dystrophy	Autosomal recessive inheritance
POMT2	Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A2;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 2	Autosomal recessive inheritance
POR	Antley-Bixler syndrome with genital anomalies and disordered steroidogenesis;ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS	
PORCN	Focal dermal hypoplasia;FOCAL DERMAL HYPOPLASIA	X-linked dominant inheritance
POU1F1	Pituitary hormone deficiency, combined 1;Pituitary hormone deficiency, combined 1	Autosomal recessive inheritance
POU3F4	Deafness, X-linked 2	
POU4F3	Deafness, autosomal dominant 15;DEAFNESS, AUTOSOMAL DOMINANT 15	
PPARG	Carcinoma of colon;COLON CANCER, SOMATIC	Somatic mutation
PPIB	not specified;OSTEOGENESIS IMPERFECTA, TYPE IX;not provided;Osteogenesis imperfecta type 9	Autosomal recessive inheritance
PPOX	Variegate porphyria, homozygous;VARIEGATE PORPHYRIA, HOMOZYGOUS	
